County Code,Perm ID,Facility Name,Building Nbr,Building Name,Building Status,SPC Rating *,Building URL,Height (ft),Stories,Building Code,Building Code Year,Year Completed,Count,Location 1
17 - Lake,14345,Sutter Lakeside Hospital,BLD-03558,Surgery & Emergency Department,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=02HIS&capID2=00000&capID3=00046&agencyCode=OSHPD,,,1998 California Building Code (CBC),1998,2002,1,"Lakeport
(39.1048164, -122.9068604)"
18 - Lassen,17940,Banner Lassen Medical Center,BLD-05185,Main Building,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=04HIS&capID2=00000&capID3=00044&agencyCode=OSHPD,,,1998 California Building Code (CBC),1998,2004,1,"Susanville
(40.4362373, -120.6272659)"
19 - Los Angeles,11386,Alhambra Hospital Medical Center,BLD-00722,Hospital,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,64,5,1967 Uniform Building Code (UBC),1967,1971,1,"Alhambra
(34.0904846, -118.1440964)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00737,Original Hospital,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=54HIS&capID2=00000&capID3=00002&agencyCode=OSHPD,34.5,3,1952 County of Los Angeles (LAC),1952,1954,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00738,Storeroom Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=58HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,,1,1956 County of Los Angeles (LAC),1956,1958,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00739,East Wing Addition,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=60HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,34.5,3,1959 County of Los Angeles (LAC),1959,1960,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00740,Dining Room Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=61HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,11.5,1,1960 County of Los Angeles (LAC),1960,1961,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00741,Cobalt Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=65HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,11,1,1964 County of Los Angeles (LAC),1964,1965,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00742,Hospital Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,23,2,1973 California Building Code (CBC),1973,1979,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00743,Central Plant,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,22.37,1,1973 California Building Code (CBC),1973,1979,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00744,Emergency Room Addition,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=97HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,,1,1995 California Building Code (CBC),1995,1997,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00745,Storage Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,14.88,1,1970 California Building Code (CBC),1970,1979,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00746,Hospital Tower Addition,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,,5,1982 California Building Code (CBC),1982,1992,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00747,Central Plant Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,28.9,2,1982 California Building Code (CBC),1982,1992,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00748,Entrance Addition,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1992,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00749,Kitchen and Dining Additions (west side addition),Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1992,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-00750,Storeroom & Dock Addition,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1992,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-02621,Kitchen Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00042&agencyCode=OSHPD,11.5,1,1973 California Building Code (CBC),1973,1979,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-02804,New Women's and Children's Hospital,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00117&agencyCode=OSHPD,31.04,1,1995 California Building Code (CBC),1995,2007,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-02805,New WCH Central Plant,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00118&agencyCode=OSHPD,12.5,1,1995 California Building Code (CBC),1995,2001,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-03486,Northeast Canopy,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00422&agencyCode=OSHPD,,,1970 California Building Code (CBC),1970,1975,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-05484,Kitchen and Dining Additions (east side addition),Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00A3P&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1992,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-05708,New Women's and Children's Hospital Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=00DC4&agencyCode=OSHPD,12,1,1998 California Building Code (CBC),1998,2007,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-05709,New Women's and Children's Hospital Electrical Room,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=00DC5&agencyCode=OSHPD,10,1,1995 California Building Code (CBC),1995,2007,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-05711,New Women's and Children's Hospital LOX Tank,Equipment Yard,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=00DCE&agencyCode=OSHPD,,,1998 California Building Code (CBC),1998,2007,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-06091,Central Plant Tunnel,Tunnels,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=006KT&agencyCode=OSHPD,,,1973 California Building Code (CBC),1973,1979,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-06107,Entrance Canopy,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=007H0&agencyCode=OSHPD,,,2001 California Building Code (CBC),2001,2013,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11399,Antelope Valley Hospital,BLD-06108,Central Plant Addition - West,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=007H1&agencyCode=OSHPD,,,2001 California Building Code (CBC),2001,2015,1,"Lancaster
(34.6877708, -118.1579819)"
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-00730,Outpatient Clinic & Lab Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00500&agencyCode=OSHPD,23,2,1976 California Building Code (CBC),1976,1980,1,"Los Angeles
(34.0754242, -118.2474213)"
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-00731,Dining/Kitchen Building & Additions (1902),In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=02HIS&capID2=00000&capID3=00038&agencyCode=OSHPD,12,1,Unknown,,1902,1,"Los Angeles
(34.0754242, -118.2474213)"
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-00732,1927 Addition (Original Building),In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=27HIS&capID2=00000&capID3=00000&agencyCode=OSHPD,21.85,2,Unknown,,1927,1,"Los Angeles
(34.0754242, -118.2474213)"
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-00733,"1974 Addition ""A""",In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,21.85,2,1970 City of Los Angeles (COLA),1970,1974,1,"Los Angeles
(34.0754242, -118.2474213)"
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-02707,"1974 Addition ""B""",In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00050&agencyCode=OSHPD,21.85,2,1961 City of Los Angeles (COLA),1961,1974,1,"Los Angeles
(34.0754242, -118.2474213)"
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-02708,"1974 Addition ""C""",In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00051&agencyCode=OSHPD,21.85,2,1972 City of Los Angeles (COLA),1972,1974,1,"Los Angeles
(34.0754242, -118.2474213)"
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-03010,Outpatient Clinic & Lab Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00541&agencyCode=OSHPD,11,1,1976 California Building Code (CBC),1976,1980,1,"Los Angeles
(34.0754242, -118.2474213)"
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-03048,Barlow Respiratory Hospital,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00192&agencyCode=OSHPD,,,2007 California Building Code (CBC),2007,,1,"Los Angeles
(34.0754242, -118.2474213)"
19 - Los Angeles,11417,Barlow Respiratory Hospital,BLD-05958,Electrical Equipment Yard,Under Construction,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=00BY6&agencyCode=OSHPD,,,2007 California Building Code (CBC),2007,,1,"Los Angeles
(34.0754242, -118.2474213)"
19 - Los Angeles,11441,Beverly Hospital,BLD-00613,Service Building & Additions (Block I),In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=52HIS&capID2=00000&capID3=00001&agencyCode=OSHPD,10,1,1949 Uniform Building Code (UBC),1949,1952,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-00614,Home Health (Block II) Nursing & Lab,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=52HIS&capID2=00000&capID3=00002&agencyCode=OSHPD,13,1,1949 Uniform Building Code (UBC),1949,1952,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-00615,Nursing Administration (Block III),In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=58HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,16.5,1,1955 Uniform Building Code (UBC),1955,1958,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-00616,Accounting & Respiratory Therapy (IV),In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=57HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,16.5,1,1955 Uniform Building Code (UBC),1955,1957,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-00617,Emerson Wing - Nursing Unit (V),Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=66HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,,1,1964 Uniform Building Code (UBC),1964,1966,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-00618,Main Building North (Block VI),In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=72HIS&capID2=00000&capID3=00028&agencyCode=OSHPD,15,1,1967 Uniform Building Code (UBC),1967,1972,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-00619,Canopy (Block VII),In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1979,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-00620,OB Addition (Block VIII),In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,15,1,1982 California Building Code (CBC),1982,1989,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-00621,MRI Facility (Block IX),In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=98HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,,1,1992 California Building Code (CBC),1992,1998,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-03872,Main/Utility/Tower (Block VI),In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=72HIS&capID2=00000&capID3=00077&agencyCode=OSHPD,69.67,5,1967 Uniform Building Code (UBC),1967,1972,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11441,Beverly Hospital,BLD-05504,Central Plant and Ambulance Area,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00BHC&agencyCode=OSHPD,,,1967 Uniform Building Code (UBC),1967,1972,1,"Montebello
(34.0150566, -118.1006393)"
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00622,Tibbitts Tower A,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,,8,1979 California Building Code (CBC),1979,1987,1,"Los Angeles
(34.0371506, -118.2654666)"
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00623,Tibbitts Tower B,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,9,1979 California Building Code (CBC),1979,1987,1,"Los Angeles
(34.0371506, -118.2654666)"
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00624,Admitting Building,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1987,1,"Los Angeles
(34.0371506, -118.2654666)"
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00625,D & T Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,74,5,1967 City of Los Angeles (COLA),1967,1969,1,"Los Angeles
(34.0371506, -118.2654666)"
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00626,1963 Central Plant,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=63HIS&capID2=00000&capID3=00005&agencyCode=OSHPD,23,1,1962 City of Los Angeles (COLA),1962,1963,1,"Los Angeles
(34.0371506, -118.2654666)"
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00627,1969 Central Plant,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,20,1,1968 City of Los Angeles (COLA),1968,1969,1,"Los Angeles
(34.0371506, -118.2654666)"
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00628,1964 Tower,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=64HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,139,9,1963 City of Los Angeles (COLA),1963,1964,1,"Los Angeles
(34.0371506, -118.2654666)"
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-03122,Lobby,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00053&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1987,1,"Los Angeles
(34.0371506, -118.2654666)"
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,BLD-02885,New Replacement Hospital,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=05HIS&capID2=00000&capID3=00041&agencyCode=OSHPD,,,1998 California Building Code (CBC),1998,2005,1,"Pomona
(34.0962806, -117.7456525)"
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,BLD-05310,Medical Surgical Addition and 31 Bed Hospital,Under Construction,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=11CAP&capID2=00000&capID3=003VY&agencyCode=OSHPD,,,2010 California Building Code (CBC),2010,,1,"Pomona
(34.0962806, -117.7456525)"
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,BLD-05311,Electrical Building,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=11CAP&capID2=00000&capID3=003XP&agencyCode=OSHPD,,,1998 California Building Code (CBC),1998,2005,1,"Pomona
(34.0962806, -117.7456525)"
19 - Los Angeles,11496,Casa Colina Hospital for Rehabilitative Medicine,BLD-05473,Mechanical Yard Building,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=009HR&agencyCode=OSHPD,,1,Unknown,,2005,1,"Pomona
(34.0962806, -117.7456525)"
19 - Los Angeles,11410,Catalina Island Medical Center,BLD-00725,Original Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=58HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,9.3,1,1958 Uniform Building Code (UBC),1958,1958,1,"Avalon
(33.3389072, -118.3311854)"
